subID,stimFile,stimType,bin,corners,spectralCentroid,rating,boundingBoxArea,areaRatio,duration,numOnsets,onsetStrength
47,SAW2,sound,12,NA,1823.249275,Angry,NA,NA,1.201632653,32,0.239735533
47,ROS7,sound,7,NA,1055.259794,Angry,NA,NA,2.954739229,3,0.171706711
47,ROS7,sound,10,NA,1504.246543,Angry,NA,NA,2.954739229,21,1.1984441
47,PS3,image,1,2,NA,Sad,50635,0.680576676,NA,NA,NA
47,SAW6,sound,3,NA,556.3847462,Angry,NA,NA,2.600634921,1,0.016299787
47,ROS9,sound,6,NA,936.6698387,Angry,NA,NA,3.651337868,35,0.87174889
47,SAW8,sound,0,NA,49.72276622,Sad,NA,NA,3.303038549,29,0.118275511
47,SAW8,sound,1,NA,204.4040742,Sad,NA,NA,3.303038549,39,0.163802263
47,PS11,image,12,13,NA,Sad,116909,0.414980883,NA,NA,NA
47,LC3,image,11,12,NA,Angry,40188,0.390987359,NA,NA,NA
47,SAW8,sound,11,NA,1778.952887,Angry,NA,NA,3.303038549,68,0.221344064
47,PS6,image,8,9,NA,Sad,100724,0.476996545,NA,NA,NA
47,ROS1,sound,4,NA,729.8136601,Sad,NA,NA,0.853333333,10,0.793140577
47,PS12,image,11,12,NA,Sad,135610,0.364095568,NA,NA,NA
47,LC4,image,0,1,NA,Angry,74807,0.205061024,NA,NA,NA
47,SAW0,sound,10,NA,1572.749734,Angry,NA,NA,0.505034014,11,0.201445146
47,LFO4,sound,8,NA,1216.058657,Angry,NA,NA,1.904036281,34,2.061879123
47,LC12,image,2,3,NA,Angry,6678,0.418538485,NA,NA,NA
47,PS13,image,3,4,NA,Sad,72774,0.547104735,NA,NA,NA
47,ROS4,sound,3,NA,589.285244,Angry,NA,NA,1.904036281,28,0.87510507
47,PS2,image,12,13,NA,Sad,90785,0.423638266,NA,NA,NA
47,SAW4,sound,7,NA,1084.142144,Angry,NA,NA,1.904036281,13,0.107509775
47,LFO2,sound,5,NA,881.7851678,Angry,NA,NA,1.201632653,19,1.23241948
47,PS9,image,4,5,NA,Sad,93177,0.506680833,NA,NA,NA
47,LFO1,sound,12,NA,1801.356965,Angry,NA,NA,0.853333333,16,1.040800704
47,LC0,image,7,8,NA,Sad,48552,0.364907728,NA,NA,NA
47,LC14,image,10,11,NA,Angry,33453,0.572953098,NA,NA,NA
47,LC2,image,6,7,NA,Sad,89744,0.37928998,NA,NA,NA
47,LC3,image,5,6,NA,Angry,59001,0.290300164,NA,NA,NA
47,ROS2,sound,11,NA,1753.591109,Angry,NA,NA,1.201632653,14,1.496218711
47,ROS8,sound,9,NA,1400.995728,Angry,NA,NA,3.303038549,33,1.806563997
47,LFO9,sound,2,NA,448.8543309,Angry,NA,NA,3.651337868,46,0.87052595
47,PS9,image,1,2,NA,Sad,51695,0.693103782,NA,NA,NA
47,LC11,image,8,9,NA,Angry,22344,0.405433226,NA,NA,NA
47,SAW2,sound,1,NA,242.5625602,Sad,NA,NA,1.201632653,27,0.034397455
47,SAW1,sound,0,NA,118.8400502,Angry,NA,NA,0.853333333,20,0.35673894
47,PS9,image,9,10,NA,Sad,94249,0.519475008,NA,NA,NA
47,LFO4,sound,6,NA,900.4295003,Angry,NA,NA,1.904036281,36,1.59808649
47,ROS2,sound,4,NA,674.7269494,Sad,NA,NA,1.201632653,20,0.79390661
47,SAW5,sound,8,NA,1245.973732,Angry,NA,NA,2.252335601,18,0.126638134
47,PS3,image,0,1,NA,Sad,80330,0.500585087,NA,NA,NA
47,SAW9,sound,7,NA,1163.348697,Angry,NA,NA,3.651337868,62,0.119875683
47,PS2,image,12,13,NA,Sad,90785,0.423638266,NA,NA,NA
47,SAW0,sound,5,NA,871.7556431,Angry,NA,NA,0.505034014,10,0.119992268
47,PS1,image,7,8,NA,Sad,127050,0.355922865,NA,NA,NA
47,PS7,image,11,12,NA,Angry,109593,0.387880613,NA,NA,NA
47,LFO2,sound,12,NA,1802.41523,Angry,NA,NA,1.201632653,18,2.689640659
47,LFO9,sound,0,NA,146.2137866,Angry,NA,NA,3.651337868,74,0.597934969
47,LC0,image,5,6,NA,Angry,62244,0.43178459,NA,NA,NA
47,LFO6,sound,2,NA,447.1645188,Sad,NA,NA,2.600634921,41,0.845200064
47,ROS9,sound,11,NA,1671.507199,Angry,NA,NA,3.651337868,38,1.824507365
47,SAW3,sound,6,NA,950.162647,Angry,NA,NA,1.555736961,27,0.090265866
47,LC2,image,1,2,NA,Angry,37128,0.170572075,NA,NA,NA
47,LC7,image,10,11,NA,Angry,32005,0.41049836,NA,NA,NA
47,LC2,image,9,10,NA,Angry,81144,0.288684314,NA,NA,NA
47,PS5,image,3,4,NA,Sad,66470,0.522551527,NA,NA,NA
47,ROS4,sound,9,NA,1431.771451,Angry,NA,NA,1.904036281,21,1.82212533
47,PS13,image,6,7,NA,Angry,96668,0.445007655,NA,NA,NA
47,ROS3,sound,10,NA,1521.766578,Angry,NA,NA,1.555736961,18,1.895647894
47,LC12,image,8,9,NA,Angry,34595,0.285445874,NA,NA,NA
47,LC5,image,2,3,NA,Angry,37168,0.313145717,NA,NA,NA
47,SAW0,sound,3,NA,585.3476685,Sad,NA,NA,0.505034014,2,0.051508456
47,LFO0,sound,1,NA,176.7213671,Sad,NA,NA,0.505034014,8,0.693912708
47,ROS4,sound,4,NA,644.9090064,Sad,NA,NA,1.904036281,29,0.835316833
47,LC12,image,4,5,NA,Angry,15200,0.274276316,NA,NA,NA
47,ROS1,sound,0,NA,148.6143764,Angry,NA,NA,0.853333333,14,0.63028378
47,LC8,image,4,5,NA,Sad,30856,0.330276121,NA,NA,NA
47,PS0,image,5,6,NA,Sad,73308,0.573607246,NA,NA,NA
47,PS6,image,0,1,NA,Sad,61009,0.627579537,NA,NA,NA
47,SAW2,sound,5,NA,844.0596783,Sad,NA,NA,1.201632653,23,0.140872657
47,PS12,image,10,11,NA,Sad,94080,0.476094813,NA,NA,NA
47,LFO8,sound,12,NA,1927.908726,Angry,NA,NA,3.303038549,65,1.237683139
47,LFO2,sound,8,NA,1334.729368,Angry,NA,NA,1.201632653,10,1.404136509
47,SAW0,sound,4,NA,720.1045216,Sad,NA,NA,0.505034014,12,0.163987334
47,LC1,image,6,7,NA,Angry,53144,0.3090283,NA,NA,NA
47,SAW5,sound,6,NA,1038.012027,Angry,NA,NA,2.252335601,38,0.101634838
47,SAW9,sound,9,NA,1436.330827,Angry,NA,NA,3.651337868,28,0.068062451
47,LC14,image,8,9,NA,Angry,24003,0.527767362,NA,NA,NA
47,LC4,image,9,10,NA,Angry,39744,0.426001409,NA,NA,NA
47,PS3,image,3,4,NA,Sad,39952,0.302663196,NA,NA,NA
47,LC13,image,7,8,NA,Angry,21442,0.290224792,NA,NA,NA
47,ROS9,sound,2,NA,426.5265324,Sad,NA,NA,3.651337868,54,0.848560791
47,ROS9,sound,10,NA,1588.725547,Angry,NA,NA,3.651337868,40,2.213662546
47,ROS7,sound,7,NA,1055.259794,Angry,NA,NA,2.954739229,3,0.171706711
47,PS1,image,1,2,NA,Sad,62909,0.602775438,NA,NA,NA
47,SAW0,sound,1,NA,253.7296111,Angry,NA,NA,0.505034014,2,0.004644425
47,LC10,image,11,12,NA,Angry,45202,0.381531791,NA,NA,NA
47,PS11,image,12,13,NA,Angry,116909,0.414980883,NA,NA,NA
47,LFO8,sound,11,NA,1722.699299,Angry,NA,NA,3.303038549,54,1.301302395
47,PS13,image,2,3,NA,Sad,72541,0.563336596,NA,NA,NA
47,LFO6,sound,3,NA,460.2720879,Angry,NA,NA,2.600634921,38,1.622792476
47,ROS8,sound,0,NA,134.6862894,Sad,NA,NA,3.303038549,55,0.655044553
47,PS0,image,0,1,NA,Sad,44660,0.738737125,NA,NA,NA
47,PS5,image,10,11,NA,Sad,148800,0.423380376,NA,NA,NA
47,LFO7,sound,5,NA,817.9563779,Angry,NA,NA,2.954739229,36,2.703158599
47,SAW5,sound,7,NA,1125.582506,Angry,NA,NA,2.252335601,1,0.059563696
47,ROS6,sound,3,NA,475.1512401,Angry,NA,NA,2.600634921,41,1.043333168
47,LFO1,sound,9,NA,1422.726196,Angry,NA,NA,0.853333333,15,1.179128806
47,LFO3,sound,10,NA,1552.195425,Angry,NA,NA,1.555736961,30,1.39490838
47,SAW3,sound,4,NA,613.796726,Sad,NA,NA,1.555736961,1,0.09860474
47,PS8,image,3,4,NA,Sad,47952,0.638826326,NA,NA,NA
47,LC3,image,5,6,NA,Angry,59001,0.290300164,NA,NA,NA
47,SAW6,sound,2,NA,329.0573359,Sad,NA,NA,2.600634921,1,0.008598123
47,LC6,image,6,7,NA,Angry,35979,0.238027738,NA,NA,NA
47,LC11,image,7,8,NA,Angry,49082,0.294833136,NA,NA,NA
47,LC7,image,12,13,NA,Angry,40500,0.469333333,NA,NA,NA
47,PS7,image,1,2,NA,Sad,87750,0.552239316,NA,NA,NA
47,PS0,image,2,3,NA,Sad,80726,0.541770929,NA,NA,NA
47,ROS4,sound,12,NA,1931.629729,Angry,NA,NA,1.904036281,15,0.491253983
47,LC13,image,11,12,NA,Angry,29785,0.505187175,NA,NA,NA
47,SAW0,sound,11,NA,1686.31371,Angry,NA,NA,0.505034014,1,0.095732825
47,PS7,image,8,9,NA,Sad,79523,0.494925996,NA,NA,NA
47,PS9,image,9,10,NA,Sad,94249,0.519475008,NA,NA,NA
47,ROS9,sound,1,NA,263.1665847,Sad,NA,NA,3.651337868,59,0.878820751
47,SAW9,sound,8,NA,1263.974028,Angry,NA,NA,3.651337868,65,0.110705446
47,LFO0,sound,6,NA,976.8508739,Angry,NA,NA,0.505034014,7,1.228154057
47,LC12,image,4,5,NA,Angry,15200,0.274276316,NA,NA,NA
47,PS11,image,11,12,NA,Sad,142416,0.37049208,NA,NA,NA
47,SAW1,sound,10,NA,1562.194341,Angry,NA,NA,0.853333333,7,0.106393263
47,PS14,image,3,4,NA,Sad,52800,0.591155303,NA,NA,NA
47,LC14,image,2,3,NA,Angry,19158,0.442478338,NA,NA,NA
47,PS4,image,10,11,NA,Sad,78862,0.380880525,NA,NA,NA
47,PS13,image,9,10,NA,Angry,101268,0.281431449,NA,NA,NA
47,LFO7,sound,5,NA,817.9563779,Angry,NA,NA,2.954739229,36,2.703158599
47,LC0,image,0,1,NA,Angry,70782,0.101409963,NA,NA,NA
47,LFO3,sound,0,NA,130.8663091,Sad,NA,NA,1.555736961,24,0.316763847
47,LC10,image,1,2,NA,Sad,50740,0.166870319,NA,NA,NA
47,ROS6,sound,8,NA,1286.076681,Angry,NA,NA,2.600634921,20,1.444351087
47,SAW0,sound,4,NA,720.1045216,Angry,NA,NA,0.505034014,12,0.163987334
47,PS7,image,4,5,NA,Sad,70380,0.561864166,NA,NA,NA
47,LFO0,sound,7,NA,1151.60593,Angry,NA,NA,0.505034014,6,2.921609959
47,LC4,image,7,8,NA,Angry,27225,0.279706152,NA,NA,NA
47,LC3,image,6,7,NA,Angry,21125,0.348023669,NA,NA,NA
47,ROS3,sound,9,NA,1373.679222,Angry,NA,NA,1.555736961,7,1.332618351
47,SAW5,sound,2,NA,376.6194853,Angry,NA,NA,2.252335601,1,0.034621121
47,ROS3,sound,11,NA,1796.018733,Angry,NA,NA,1.555736961,14,1.16707593
47,SAW5,sound,12,NA,1920.841871,Angry,NA,NA,2.252335601,59,0.261157004
47,PS1,image,5,6,NA,Sad,92460,0.429558728,NA,NA,NA
47,SAW0,sound,3,NA,585.3476685,Sad,NA,NA,0.505034014,2,0.051508456
47,ROS6,sound,1,NA,177.4789511,Sad,NA,NA,2.600634921,37,0.673846937
47,PS10,image,12,13,NA,Angry,116739,0.275374982,NA,NA,NA
47,LC7,image,8,9,NA,Angry,37584,0.340863133,NA,NA,NA
47,LFO5,sound,6,NA,908.7044922,Angry,NA,NA,2.252335601,37,1.439914156
47,PS14,image,11,12,NA,Angry,64528,0.484719812,NA,NA,NA
47,SAW3,sound,9,NA,1465.148858,Angry,NA,NA,1.555736961,24,0.160094467
47,PS0,image,5,6,NA,Sad,73308,0.573607246,NA,NA,NA
47,SAW9,sound,7,NA,1163.348697,Angry,NA,NA,3.651337868,62,0.119875683
47,PS9,image,7,8,NA,Sad,126368,0.400528615,NA,NA,NA
47,LFO4,sound,5,NA,861.5962839,Angry,NA,NA,1.904036281,27,1.996751065
47,SAW7,sound,4,NA,701.1981318,Angry,NA,NA,2.954739229,1,0.034949216
47,ROS0,sound,8,NA,1259.904436,Angry,NA,NA,0.505034014,6,1.699636433
47,PS11,image,9,10,NA,Sad,83700,0.303691756,NA,NA,NA
47,LFO9,sound,0,NA,146.2137866,Sad,NA,NA,3.651337868,74,0.597934969
47,SAW0,sound,6,NA,1001.13528,Angry,NA,NA,0.505034014,7,0.12078549
47,LFO8,sound,2,NA,348.1696702,Sad,NA,NA,3.303038549,51,1.203064127
47,LC5,image,12,13,NA,Angry,42048,0.387675989,NA,NA,NA
47,PS13,image,6,7,NA,Sad,96668,0.445007655,NA,NA,NA
47,ROS6,sound,10,NA,1628.246799,Angry,NA,NA,2.600634921,24,1.603827725
47,LC14,image,3,4,NA,Sad,7800,0.511538462,NA,NA,NA
47,PS6,image,1,2,NA,Sad,58869,0.612240738,NA,NA,NA
47,ROS4,sound,12,NA,1931.629729,Angry,NA,NA,1.904036281,15,0.491253983
47,PS11,image,0,1,NA,Sad,41006,0.752304541,NA,NA,NA
47,ROS0,sound,1,NA,292.6831022,Sad,NA,NA,0.505034014,8,1.106453557
47,SAW8,sound,3,NA,480.0104562,Angry,NA,NA,3.303038549,31,0.15160273
47,LC8,image,2,3,NA,Angry,9025,0.369972299,NA,NA,NA
47,LC9,image,8,9,NA,Angry,35150,0.331607397,NA,NA,NA
47,LFO3,sound,11,NA,1729.951973,Angry,NA,NA,1.555736961,25,1.174576363
47,LC1,image,10,11,NA,Angry,45151,0.344355607,NA,NA,NA
47,LC13,image,4,5,NA,Angry,24843,0.292637765,NA,NA,NA
47,PS11,image,11,12,NA,Sad,142416,0.37049208,NA,NA,NA
47,LC8,image,4,5,NA,Angry,30856,0.330276121,NA,NA,NA
47,PS6,image,5,6,NA,Sad,65170,0.509191346,NA,NA,NA
47,ROS2,sound,0,NA,130.5935308,Sad,NA,NA,1.201632653,21,0.652035298
47,LC9,image,0,1,NA,Sad,44802,0.266238114,NA,NA,NA
47,LFO4,sound,5,NA,861.5962839,Angry,NA,NA,1.904036281,27,1.996751065
47,ROS3,sound,3,NA,452.7286965,Sad,NA,NA,1.555736961,19,0.870367313
47,LFO1,sound,9,NA,1422.726196,Angry,NA,NA,0.853333333,15,1.179128806
47,LC0,image,7,8,NA,Sad,48552,0.364907728,NA,NA,NA
47,LC5,image,3,4,NA,Angry,23232,0.360924587,NA,NA,NA
47,SAW1,sound,2,NA,333.5223172,Sad,NA,NA,0.853333333,1,0.048433961
47,LC7,image,6,7,NA,Angry,33558,0.293581262,NA,NA,NA
47,LC5,image,10,11,NA,Angry,35136,0.530766166,NA,NA,NA
47,ROS6,sound,7,NA,1104.067519,Angry,NA,NA,2.600634921,17,0.820648044
47,PS2,image,1,2,NA,Angry,111047,0.338046053,NA,NA,NA
47,ROS3,sound,10,NA,1521.766578,Angry,NA,NA,1.555736961,18,1.895647894
47,LC4,image,9,10,NA,Angry,39744,0.426001409,NA,NA,NA
47,ROS9,sound,1,NA,263.1665847,Angry,NA,NA,3.651337868,59,0.878820751
47,SAW8,sound,12,NA,1840.939458,Angry,NA,NA,3.303038549,67,0.164346601
47,LFO1,sound,6,NA,1012.066575,Angry,NA,NA,0.853333333,12,1.782887754
47,LFO1,sound,11,NA,1774.479306,Angry,NA,NA,0.853333333,13,1.320115708
47,PS14,image,12,13,NA,Sad,93100,0.403372718,NA,NA,NA
47,PS6,image,8,9,NA,Angry,100724,0.476996545,NA,NA,NA
47,PS13,image,2,3,NA,Sad,72541,0.563336596,NA,NA,NA
47,SAW3,sound,4,NA,613.796726,Angry,NA,NA,1.555736961,1,0.09860474
47,SAW6,sound,8,NA,1223.28646,Angry,NA,NA,2.600634921,28,0.177221393
47,SAW2,sound,10,NA,1628.195979,Angry,NA,NA,1.201632653,11,0.238434057
47,LFO9,sound,8,NA,1218.878047,Angry,NA,NA,3.651337868,52,3.095593028
47,PS0,image,5,6,NA,Sad,73308,0.573607246,NA,NA,NA
47,PS4,image,0,1,NA,Sad,52318,0.668412401,NA,NA,NA
47,LFO8,sound,5,NA,864.6743011,Angry,NA,NA,3.303038549,55,1.841706883
47,PS12,image,9,10,NA,Sad,105644,0.32952179,NA,NA,NA
47,PS7,image,12,13,NA,Sad,140728,0.286375135,NA,NA,NA
47,LFO6,sound,0,NA,70.42388224,Sad,NA,NA,2.600634921,44,0.188721332
47,PS9,image,4,5,NA,Sad,93177,0.506680833,NA,NA,NA
47,LC9,image,3,4,NA,Sad,16564,0.474704178,NA,NA,NA
47,LFO0,sound,12,NA,1890.003629,Angry,NA,NA,0.505034014,6,2.430596315
47,SAW2,sound,4,NA,640.5556217,Angry,NA,NA,1.201632653,1,0.043416372
47,LC7,image,7,8,NA,Angry,47762,0.408839663,NA,NA,NA
47,LC1,image,6,7,NA,Angry,53144,0.3090283,NA,NA,NA
47,ROS4,sound,9,NA,1431.771451,Angry,NA,NA,1.904036281,21,1.82212533
47,LC5,image,10,11,NA,Angry,35136,0.530766166,NA,NA,NA
47,ROS7,sound,11,NA,1789.246517,Angry,NA,NA,2.954739229,23,1.342103933
47,SAW8,sound,6,NA,934.0494724,Sad,NA,NA,3.303038549,1,0.025557663
47,ROS0,sound,7,NA,1159.858362,Angry,NA,NA,0.505034014,5,4.945829181
47,PS2,image,1,2,NA,Sad,111047,0.338046053,NA,NA,NA
47,LC10,image,8,9,NA,Angry,33540,0.255426357,NA,NA,NA
47,ROS5,sound,2,NA,438.3333627,Angry,NA,NA,2.252335601,38,0.960972072
47,PS8,image,2,3,NA,Sad,54520,0.587582539,NA,NA,NA
47,LC13,image,11,12,NA,Angry,29785,0.505187175,NA,NA,NA
47,SAW9,sound,1,NA,215.1771346,Angry,NA,NA,3.651337868,40,0.033606646
47,LFO4,sound,3,NA,534.2514221,Sad,NA,NA,1.904036281,31,1.188295462
47,SAW2,sound,10,NA,1628.195979,Angry,NA,NA,1.201632653,11,0.238434057
47,ROS1,sound,0,NA,148.6143764,Angry,NA,NA,0.853333333,14,0.63028378
47,ROS4,sound,3,NA,589.285244,Angry,NA,NA,1.904036281,28,0.87510507
47,LFO2,sound,5,NA,881.7851678,Sad,NA,NA,1.201632653,19,1.23241948
47,PS7,image,11,12,NA,Sad,109593,0.387880613,NA,NA,NA
47,PS5,image,4,5,NA,Angry,82360,0.487068966,NA,NA,NA
47,SAW1,sound,4,NA,683.8391676,Angry,NA,NA,0.853333333,1,0.033179528
47,LC11,image,5,6,NA,Angry,30070,0.207283006,NA,NA,NA
47,LFO5,sound,12,NA,1921.078092,Angry,NA,NA,2.252335601,32,1.259949933
47,SAW0,sound,2,NA,422.0002545,Sad,NA,NA,0.505034014,5,0.057778881
47,ROS1,sound,9,NA,1412.701682,Angry,NA,NA,0.853333333,14,1.964320758
47,LC14,image,7,8,NA,Angry,27900,0.277562724,NA,NA,NA
47,LC7,image,10,11,NA,Angry,32005,0.41049836,NA,NA,NA
47,LC8,image,6,7,NA,Angry,34680,0.279757785,NA,NA,NA
47,ROS4,sound,7,NA,1106.473331,Angry,NA,NA,1.904036281,19,0.981550967
47,PS1,image,1,2,NA,Sad,62909,0.602775438,NA,NA,NA
47,LC5,image,2,3,NA,Angry,37168,0.313145717,NA,NA,NA
47,LFO4,sound,11,NA,1671.634118,Angry,NA,NA,1.904036281,28,1.293949847
47,PS11,image,12,13,NA,Angry,116909,0.414980883,NA,NA,NA
47,PS5,image,9,10,NA,Sad,100820,0.347371553,NA,NA,NA
47,PS8,image,8,9,NA,Sad,84802,0.392997807,NA,NA,NA
47,SAW1,sound,8,NA,1231.093537,Angry,NA,NA,0.853333333,17,0.226870666
47,LC11,image,0,1,NA,Sad,34572,0.213641097,NA,NA,NA
47,LFO0,sound,6,NA,976.8508739,Angry,NA,NA,0.505034014,7,1.228154057
47,PS8,image,3,4,NA,Angry,47952,0.638826326,NA,NA,NA
47,LFO4,sound,1,NA,166.7209557,Sad,NA,NA,1.904036281,27,0.485793558
47,SAW0,sound,10,NA,1572.749734,Angry,NA,NA,0.505034014,11,0.201445146
47,LC9,image,4,5,NA,Angry,31208,0.328056908,NA,NA,NA
47,PS0,image,10,11,NA,Angry,115381,0.316551252,NA,NA,NA
47,ROS0,sound,3,NA,550.8950539,Sad,NA,NA,0.505034014,9,1.214100221
47,SAW5,sound,5,NA,824.5571815,Sad,NA,NA,2.252335601,1,0.029431335
47,LC8,image,7,8,NA,Angry,41625,0.367087087,NA,NA,NA
47,ROS5,sound,8,NA,1329.567065,Sad,NA,NA,2.252335601,23,1.264239381
47,PS7,image,11,12,NA,Sad,109593,0.387880613,NA,NA,NA
47,LFO0,sound,12,NA,1890.003629,Angry,NA,NA,0.505034014,6,2.430596315
47,LFO0,sound,7,NA,1151.60593,Angry,NA,NA,0.505034014,6,2.921609959
47,PS14,image,3,4,NA,Sad,52800,0.591155303,NA,NA,NA
47,LC6,image,1,2,NA,Angry,102872,0.24726845,NA,NA,NA
47,LC10,image,9,10,NA,Angry,41907,0.473667884,NA,NA,NA
47,LFO2,sound,2,NA,438.8706322,Sad,NA,NA,1.201632653,18,0.775801507
